creator_id,creator_name,category,tier,followers,base_views,base_gmv,join_date
CR0327,Kevin Mclaughlin,Food,Micro,33028,13466,4421.867011437126,2026-01-23
CR0328,James Snyder,Sports,Micro,75570,41616,8500.187821778905,2024-11-26
CR0329,Amy Mccall,Fashion,Micro,19447,31022,8755.879258203297,2025-06-04
CR0330,Eric Roberts,Beauty,Nano,8147,653,513.7788253206475,2024-11-17
CR0331,Patrick Decker,Gaming,Micro,51033,42732,4863.558576707521,2025-12-17
CR0332,James Carr,Gaming,Mid,471981,159495,21580.608223430325,2024-08-22
CR0333,Dr. Stephanie Padilla,Books,Nano,1341,3160,254.6858625202621,2026-05-20
CR0334,John White,Beauty,Nano,6928,1221,493.04060161140507,2026-03-03
CR0335,Michael Martinez,Beauty,Nano,4986,4069,629.9841594726207,2025-04-18
CR0336,Melanie Cook,Food,Nano,7484,3041,771.2243438181426,2025-09-02
CR0337,Courtney Trujillo,Beauty,Macro,674623,288149,61456.906620953174,2025-04-11
CR0338,Kent White,Sports,Mid,378189,183680,17756.148250676015,2026-01-07
CR0339,Timothy Lewis,Food,Micro,56019,47299,8335.333051750127,2025-03-25
CR0340,Amanda Smith,Electronics,Nano,2684,1699,330.3713998015569,2025-11-08
CR0341,Stephanie Lang,Beauty,Micro,88957,15018,7841.937659922029,2025-01-25
CR0342,Benjamin Nguyen,Books,Micro,33218,46153,5447.053225156497,2025-11-03
CR0343,David Hawkins,Beauty,Nano,6295,3089,235.8616612537692,2025-06-23
CR0344,Justin Luna,Home,Micro,71462,33980,6682.4660802288645,2024-08-27
CR0345,Donald Walker,Beauty,Micro,87518,8681,4167.480003580689,2026-02-08
CR0346,Nicole Long,Fashion,Micro,50685,35260,5067.2247733061395,2025-06-17
CR0347,Meghan Thompson,Beauty,Micro,58331,23813,1690.579010561095,2025-07-03
CR0348,Karen Hill,Fashion,Nano,9307,3649,516.440493034545,2026-05-15
CR0349,Marissa Oneill,Sports,Micro,68947,42464,6866.537091837489,2024-11-04
CR0350,James Fletcher,Fashion,Micro,89299,36170,5512.305716855449,2025-07-11
CR0351,Frederick Thomas,Sports,Micro,69050,11783,8298.701301903588,2024-12-02
CR0352,Jimmy Pugh,Electronics,Macro,874507,244212,125682.35022514361,2026-02-28
CR0353,Olivia Gonzalez,Books,Mid,120521,114944,38304.86817293115,2025-07-12
CR0354,Eileen Wilson,Sports,Nano,9586,4782,648.824865690407,2025-08-07
CR0355,Robert Malone,Sports,Nano,7108,2817,448.67490357080436,2024-06-24
CR0356,Anthony Lee,Sports,Micro,98984,44183,1471.2896578240563,2025-05-06
CR0357,Thomas Johnson Jr.,Gaming,Nano,2079,3200,185.0553527635849,2025-03-18
CR0358,Timothy Bell,Electronics,Micro,47243,21514,7513.602895022156,2025-08-05
CR0359,Ronald Berger,Electronics,Macro,674777,242730,137410.92718796292,2025-05-21
CR0360,Ronald Wells,Gaming,Micro,55851,25331,9709.268569234702,2025-07-17
CR0361,Laurie Bates MD,Beauty,Micro,26901,43996,7379.506129339485,2025-02-12
CR0362,Kimberly Simpson,Sports,Micro,50577,41629,4390.113754506701,2024-10-06
CR0363,Brian Lewis,Beauty,Micro,26750,48916,7325.4778493987815,2025-03-09
CR0364,Russell Wallace,Sports,Micro,94675,48939,4810.657296898933,2025-10-10
CR0365,Joseph Kennedy,Food,Macro,509558,390105,96329.91050958214,2026-05-03
CR0366,Latoya Kim,Electronics,Micro,54791,36868,2728.047102979476,2025-11-06
CR0367,Connie Farley,Beauty,Mega,1649887,661826,436633.68132369744,2025-02-06
CR0368,Deanna Merritt,Fashion,Macro,766175,482995,175267.9739951834,2026-05-22
CR0369,Diana Chambers,Electronics,Nano,6517,1573,637.5217969644657,2025-01-29
CR0370,Paul Davidson,Electronics,Nano,3658,1981,848.210551020213,2025-11-18
CR0371,Mr. Steven Patrick,Food,Nano,8170,857,469.7727503468801,2025-09-15
CR0372,Stacy Lee,Books,Nano,8277,2834,777.1520486003374,2025-04-24
CR0373,Heather Castaneda,Books,Nano,4833,4874,315.25164752096754,2025-07-12
CR0374,Michelle Snyder,Books,Mid,201720,146427,37132.2730026037,2025-06-07
CR0375,Gerald Stephens,Gaming,Nano,8564,2808,800.3116335249333,2025-12-19
CR0376,Ricardo Diaz,Electronics,Nano,3655,2135,821.1333017363928,2024-08-26
CR0377,Charles Moore,Sports,Mid,231073,63678,35647.16144817788,2024-11-06
CR0378,Heather Morris,Home,Nano,2680,4726,866.049443276301,2025-08-16
CR0379,Christopher King,Electronics,Mid,143974,92024,20911.651983654265,2024-12-22
CR0380,Andrew Snow,Food,Nano,8167,1251,951.7719367105846,2026-04-23
CR0381,Robert Rivera,Gaming,Nano,8391,3363,937.4247344136475,2025-06-06
CR0382,Nathan Perry DVM,Food,Mid,127921,153928,30080.284587729417,2024-10-12
CR0383,Bridget Villarreal,Fashion,Micro,60615,10348,4374.2140607599085,2026-05-20
CR0384,Nathan Guerrero,Sports,Macro,667082,251948,175876.44314174086,2025-10-21
CR0385,Anna Zimmerman,Books,Mid,176571,86070,11532.127644681748,2025-09-02
CR0386,Jeremy Smith,Books,Mid,464942,86383,40353.64619062429,2026-03-02
CR0387,Amanda Maynard,Fashion,Nano,8349,543,915.2717401929438,2025-03-24
CR0388,Jeremy Chapman,Gaming,Nano,5193,2266,851.4667893541429,2025-08-09
CR0389,Lori Avila,Beauty,Mid,158293,125524,19505.609065637345,2025-08-04
CR0390,Dr. Jonathan Henderson,Books,Mid,125034,112505,26793.021750137723,2025-06-19
CR0391,Amanda Mason,Books,Mega,1263432,732485,869350.1764842682,2026-01-17
CR0392,Michael Cruz,Food,Micro,88215,40130,1147.91816985305,2025-03-10
CR0393,Jason Tucker,Sports,Micro,28818,24088,4863.150037930003,2025-03-18
CR0394,Joshua Bell,Beauty,Mid,226124,199596,26662.703808341594,2026-05-22
CR0395,Andrew Phillips,Fashion,Nano,9576,3454,160.91139061796144,2024-11-26
CR0396,Cameron Smith,Gaming,Macro,704710,446486,56530.163775016495,2025-04-14
CR0397,James Wang,Sports,Macro,695717,332985,162097.48873439681,2025-12-13
CR0398,Jill Mitchell,Beauty,Micro,18855,27596,3170.133319470802,2024-07-19
CR0399,Jason Melton,Sports,Mid,405084,137167,15336.383594374562,2024-08-25
CR0400,Elizabeth Hale,Electronics,Mid,386268,138748,42540.354622243525,2026-04-28
CR0401,Charles Armstrong,Electronics,Nano,8612,4420,668.562262982504,2025-07-10
CR0402,Patrick Fitzgerald,Food,Macro,533082,439955,55547.56852996636,2025-04-15
CR0403,Thomas Owens,Sports,Micro,15741,18072,8972.113470562945,2026-04-01
CR0404,Erica Galvan,Books,Mid,262569,185104,25928.96222744068,2024-11-05
CR0405,Laura Schneider,Food,Nano,5150,799,777.9618269369784,2026-03-07
CR0406,Jeffrey Jones,Fashion,Macro,650004,387157,179320.77957038756,2025-11-28
CR0407,Michael Lewis,Sports,Micro,95948,26753,3458.949455024861,2025-02-10
CR0408,April Sutton,Gaming,Nano,8159,3776,768.9769349676591,2024-11-25
CR0409,Caroline Warner,Books,Macro,677752,297946,124430.4839805534,2024-09-25
CR0410,Lisa Hayes,Beauty,Nano,7018,4753,340.04862622196435,2025-08-18
CR0411,John Rodgers,Electronics,Nano,7955,1146,487.5464368031022,2026-03-07
CR0412,Kaitlyn Brown,Beauty,Mega,3287885,1116072,456969.14257167524,2025-08-11
CR0413,Mikayla Thompson,Books,Mega,2375395,1886048,436511.9594722738,2025-11-09
CR0414,Garrett Robinson,Books,Micro,88986,32925,2499.802948593223,2025-09-13
CR0415,Douglas Parsons,Sports,Micro,56077,34303,1381.1964656511657,2024-12-20
CR0416,Susan Walker,Fashion,Micro,90589,33504,3470.998240673718,2026-01-16
CR0417,Kristen Parker,Electronics,Nano,2229,3827,426.98001758588407,2024-06-01
CR0418,Ryan Compton,Books,Nano,1510,1669,863.8023789734812,2025-11-18
CR0419,Roy Bean,Sports,Mid,118244,83090,12689.334522484352,2024-09-15
CR0420,David Williams,Fashion,Mid,289871,150362,47978.68447519679,2024-11-15
CR0421,Mitchell Cortez,Sports,Mid,417243,90222,37162.4822765358,2024-12-23
CR0422,Christy Austin,Electronics,Mid,295042,166376,40523.378871943176,2025-03-01
CR0423,Miguel Cain,Home,Nano,9674,3506,458.23064135720495,2026-01-23
CR0424,Kelli Rivas,Electronics,Micro,42717,12434,1233.220067777289,2025-10-07
CR0425,Gary Knox,Beauty,Nano,9176,4741,448.28864203533715,2025-04-23
CR0426,Anna Thomas,Food,Micro,44311,22058,7336.340300861432,2024-08-06
CR0427,Michael Day,Books,Micro,90199,23715,7245.825769367144,2025-11-27
CR0428,Zachary Moore,Beauty,Macro,604951,264297,70359.26265957908,2025-07-01
CR0429,Kelli Cuevas,Books,Micro,69250,16315,9088.111277076074,2025-06-07
CR0430,Benjamin Barrett,Beauty,Nano,2438,3118,701.0558114400711,2026-02-20
CR0431,Kristen Carter,Electronics,Nano,9882,2878,902.1985141185,2025-08-24
CR0432,Matthew Baker,Food,Mid,473192,95636,41747.855353800114,2025-06-18
CR0433,Brian Castro,Food,Micro,25907,18171,8128.591062500267,2024-07-05
CR0434,Heather Brock,Sports,Nano,9094,715,424.80687199994395,2024-12-22
CR0435,Daniel Mack,Beauty,Nano,8657,1563,650.7535263584688,2024-07-12
CR0436,Randy Ryan,Books,Mid,134470,131078,25926.39923083634,2025-06-05
CR0437,Lorraine Ryan,Beauty,Nano,9612,3865,792.2480953372282,2025-10-01
CR0438,Diana Owens,Books,Mid,165707,133106,35693.54357545525,2025-04-17
CR0439,Rachel Cole,Electronics,Mid,344230,185622,23780.591228107987,2025-11-25
CR0440,Savannah Foster,Fashion,Nano,3114,4044,552.5774078044371,2025-03-05
CR0441,Kenneth Kent,Electronics,Nano,3034,4744,237.71392012918056,2024-10-14
CR0442,Morgan Martinez,Food,Mega,1679338,1176668,947790.269311262,2025-12-04
CR0443,Amanda Parrish,Beauty,Micro,55353,39006,9054.333251390119,2024-10-23
CR0444,Andrew Harding,Home,Micro,42847,17864,6715.513822489713,2025-05-31
CR0445,Andrea Holloway,Beauty,Mid,165625,129383,34577.13113232792,2024-09-22
CR0446,Joshua Ali,Electronics,Macro,763493,288413,138771.26679749077,2025-05-15
CR0447,Debra Brown,Sports,Mega,1718067,1881462,699583.3499469326,2025-03-26
CR0448,Thomas Hall,Fashion,Mid,395498,60798,43009.45069306528,2025-10-08
CR0449,Alexander Hernandez,Home,Micro,20646,7979,9536.921685733523,2026-05-14
CR0450,Roger Lynch,Fashion,Nano,4453,3912,656.2975836924618,2025-10-28
CR0451,Toni Rodriguez,Home,Mid,361115,193019,21586.86627206423,2025-04-18
CR0452,Joseph Johnson,Gaming,Micro,73300,21048,8242.193387941597,2025-02-12
CR0453,Christopher Delgado,Fashion,Micro,48985,34723,1656.7572295481123,2024-10-16
CR0454,Marcus Hughes,Books,Macro,582879,430479,112343.26193211725,2025-01-04
CR0455,Kelly Ramirez,Sports,Nano,4342,3286,645.9942365385727,2026-03-08
CR0456,Jennifer Norris,Electronics,Micro,51853,27634,9778.367151233922,2026-04-07
CR0457,Charles Flowers,Sports,Nano,7070,4718,605.4860941735323,2026-03-10
CR0458,Sherry Petersen,Books,Micro,41685,35570,2102.6971817556396,2024-11-16
CR0459,Dale Rocha,Home,Nano,5061,1654,187.1304873045143,2024-05-31
CR0460,Troy Miller,Electronics,Nano,7293,3925,323.4432523430679,2025-07-10
CR0461,Robert Perkins,Electronics,Nano,6364,3061,270.8506911010238,2025-11-08
CR0462,Katie Parker,Home,Micro,75308,38733,5201.336059636155,2025-06-29
CR0463,Samuel Harris,Gaming,Mid,360765,56075,13601.963801751373,2024-07-08
CR0464,Craig Burke,Food,Micro,76249,34965,9700.179674972278,2025-02-26
CR0465,Sabrina Andersen,Home,Mega,3446722,1240074,238926.50634372473,2026-01-24
CR0466,Nicholas Werner,Books,Micro,74866,44158,8941.05528731381,2024-07-26
CR0467,Justin Phillips,Beauty,Nano,5681,4896,107.35966535251683,2026-03-26
CR0468,Aaron Pearson,Sports,Macro,725930,270220,182368.35963778893,2025-10-27
CR0469,Rachel Dennis,Fashion,Nano,7606,3497,140.7181550601382,2025-11-03
CR0470,Lisa Pineda,Home,Mega,3391934,1678215,355724.2415101753,2024-12-12
CR0471,Rodney Frank,Home,Nano,2204,3664,553.8299762108843,2024-09-08
CR0472,Elizabeth Velasquez,Beauty,Mega,4461606,1807032,744318.9120950886,2026-01-27
CR0473,Kyle Clark,Sports,Nano,3108,1292,454.5133414557464,2024-12-06
CR0474,Bonnie Rodriguez,Food,Macro,792464,391683,163244.77584391908,2025-05-24
CR0475,Richard Avila,Fashion,Micro,88966,38365,4612.483758484581,2024-07-13
CR0476,Chad Rhodes,Sports,Mega,1190016,581608,309629.09885401634,2025-01-08
CR0477,David Cummings,Electronics,Nano,8761,4754,511.28970335458655,2026-05-16
CR0478,Matthew Martin,Gaming,Micro,52987,45178,3866.7702858337634,2024-08-27
CR0479,Leah Porter,Books,Mega,3585790,1127539,674979.7245047893,2026-04-11
CR0480,Mr. George Guerra,Fashion,Micro,83783,24647,5274.033399982299,2025-02-05
CR0481,Christopher Martinez,Gaming,Micro,58281,26708,7064.257532257149,2026-04-07
CR0482,Katherine Garcia,Fashion,Mid,406028,130655,41870.19255720588,2024-07-07
CR0483,Amber Greene,Food,Micro,88238,36102,3389.773932871492,2025-05-21
CR0484,Michael Pollard,Gaming,Micro,16731,43241,5324.039053429726,2025-12-17
CR0485,Hannah Ferguson,Beauty,Micro,29369,49612,3179.7690412710203,2026-02-14
CR0486,Troy Padilla,Gaming,Macro,600025,209928,116155.78492770993,2025-09-04
CR0487,Melanie Bass,Gaming,Nano,3481,3882,721.450234826673,2025-01-29
CR0488,Mr. Richard Munoz,Fashion,Nano,9221,4363,885.5359380210883,2025-07-12
CR0489,Amy Reynolds,Sports,Mega,3960235,789579,614946.5692480904,2025-05-06
CR0490,Jillian Watson,Sports,Macro,847197,450804,128821.5727100053,2026-01-28
CR0491,Jessica Gregory,Sports,Micro,32699,35124,9209.117448316094,2024-09-14
CR0492,Johnathan Webb,Home,Micro,81601,28218,7082.817189007312,2024-07-19
CR0493,Richard Tucker,Home,Nano,8932,2075,961.6036565740944,2025-04-17
CR0494,Jennifer Lambert,Home,Nano,5890,2342,947.3369916947153,2024-12-18
CR0495,Mary Davis,Books,Micro,47880,18584,7212.159204072463,2025-11-01
CR0496,Michael Kerr,Home,Micro,51555,36444,4139.228567811759,2024-10-07
CR0497,Morgan Ashley,Gaming,Micro,47721,12987,6161.291234862806,2026-03-17
CR0498,Kim Zuniga,Electronics,Nano,7464,3327,959.1479770523152,2026-01-13
CR0499,Lindsay Scott,Beauty,Mega,2218246,588219,430104.2732913119,2025-09-04
CR0500,Mackenzie Jones,Books,Mega,2452753,1427729,724777.6404407261,2024-12-17
